,lyrics,isBad
5232,那一年 他建立了自己的 独立团体,0
5233,前辈又各种的刁难 使没有人不烦你,0
5234,生活的杂乱 使他没有太多时间管理,0
5235,他不知那些成员正在背后对他算计,0
5236,你照顾了许久的她 也都被别人给抢走,0
5238,前辈告诉他 忘记吧 留下你一点尊严,0
5239,你自己的逆袭 也能把生活变成春天,0
5240,他从东北来到贵州 开始了新的生活,0
5241,开始为了自己 的未来而去又拼命争夺,0
5242,没有了负面想法 没有了疲惫堕落,0
5243,心中只剩下生活 每一秒都不想错过,0
5244,他忘掉了兄弟忘掉了他喜欢过得女孩,0
5245,他知道这辈子只有努力才 拥有底牌,0
5246,他希望不活在地下 不继续活在阴霾,0
5247,他希望所有比赛评委对他能够青睐,0
5248,他写过《祝你好运》却没有拥有着好命,0
5249,他写过《刚好遇见你》却没有那么侥幸,0
5250,他写过《CrazyRapper》却没有那种威力,0
5251,他写过《ABCD》快乐却化成了灰烬,0
5252,他听过《他的故事》 知道生活有多么艰难,0
5253,他听过《就往前走》不再 让他感到心烦,0
5254,他听过《life's a struggle》生命是一场战斗,0
5255,他听过这首《Forever》用生命谱写的伴奏,0
5256,你一直在我的心里,0
5257,从来不逃避 也不会放弃,0
5258,当我放下了所有的情绪,0
5259,自由的心灵 看路上的风景,0
5260,我知道你们都在等着我的狠货,0
5262,N-Bomb Style 地下的硬说,0
5263,他们听完了我的歌 都感到惊险,0
5264,一张新的专辑出现 又变成你的经典,0
5265,跟着我的Homie 做的Beat说,0
5266,让我们再一次的成为 你的精神寄托,0
5267,你看看这么玩的 还剩下几个,0
5268,北京地牢的狼 永远保持饥饿,0
5273,点亮北京Hip-Hop的灯,0
5274,你们贪生怕死 我们向死而生,0
5275,虚情假意那破面儿 真不需要,0
5278,继续的跳 Right Here Right Now,0
5280,向死而生你知道 N-Bomb Style,0
5282,我帮你开道 Right Here Right Now,0
5291,从来就没在乎你的市场 Still Undaground,0
5292,但我长出了 新的翅膀,0
5299,虚情假意那破面儿 真不需要,0
5302,继续的跳 Right Here Right Now,0
5305,接着开炮 跟着我们杀出地牢,0
5306,我帮你开道 Right Here Right Now,0
5307,我跳上又跳下,0
5308,有时变小有时变大玛莉欧也会跳墙,0
5309,只能咬牙著说 我们不能害怕,0
5310,就一直往前走 坏东西全部来吧,0
5311,所处的地方 都是魔菇,0
5312,这裡不是上海 是真的魔都,0
5313,咬牙硬撑著 Hold 要稳住,0
5314,天空变成深色 我口渴 低温度,0
5315,这个游戏不是应该给孩子玩的吗,0
5316,怎麼到处都是乌龟还是食人花,0
5317,有点挣扎 有绿色 红色,0
5318,在飞的 不规则 在地上爬,0
5319,他们要干嘛 他们劝我们赶快回家,0
5320,但没有救出公主前 我们要去谁家,0
5321,Yo shorty 我们可是玛莉欧兄弟,0
5322,道高一尺 魔高一丈,0
5323,就你们两个喔 那就一起上,0
5325,我送你们两个断背回任天堂,0
5326,我比你强 比你高 比你壮,0
5327,比你Man 比你Gang 比你Crunk,0
5329,放弃吧 哈哈,0
5330,你站在角落和边缘 要小心一点,0
5331,眼神交错就可能是你最后一眼,0
5332,这平台会掉落 失去重心前,0
5333,你以為你安全 别相信你的感觉,0
5334,在海裡面游泳 还舒服,0
5335,除了那些有毒的河豚还有水母,0
5336,用蛙式开路 让它们看呆住,0
5338,他们是谁 乌龟怎麼会站著,0
5339,忍者龟带著钢盔 该怎麼办呢,0
5340,他对著我们在丢什麼勒,0
5341,他们引起的骚动 像万圣节的魔鬼,0
5342,请你暂时停止呼吸,0
5343,路易 停看听 别打喷嚏,0
5344,注意 follow me,0
5345,就是现在 快跑过去,0
5346,我们赶去下一场的party,0
5347,道高一尺 魔高一丈,0
5348,就你们两个喔 那就一起上,0
5350,我送你们两个断背回任天堂,0
5351,我比你强 比你高 比你壮,0
5352,比你Man 比你Gang 比你Crunk,0
5354,放弃吧 哈哈,0
5355,却错过了google map,0
5356,已经迷路但无所谓,0
5357,眼前的一切很kuso 嘿,0
5358,一切都是假象 是我的想像,0
5359,像李奥纳多 梦的电影那样,0
5360,一觉睡醒来 我在乌龟乡,0
5361,误食了毒菇 我胃溃疡,0
5362,安慰的话 玛丽最会讲 我们绕来绕去,0
5365,城堡坚固的像九层塔,0
5366,神啊 请你保佑我们呀,0
5367,远处传来的声音 是路霸 库巴,0
5368,你哭吧 你想要怎麼掛,0
5369,道高一尺 魔高一丈,0
5370,就你们两个喔 那就一起上,0
5372,我送你们两个断背回任天堂,0
5373,我比你强 比你高 比你壮,0
5374,比你Man 比你Gang 比你Crunk,0
5376,放弃吧 哈哈,0
5384,我还在期待昨天的光辉能够再现,0
5385,没想到还是在今天就要听你说再见,0
5386,回想从前 那颠沛的流年,0
5387,一颗少年的心因为篮球不再冬眠,0
5388,他是不是也是你最忠诚的朋友,0
5389,陪你度过每一段快乐悲伤的时候,0
5390,教你像块石头 不管伤的有多重,0
5391,也要捍卫他们眼里 不可能实现的梦,0
5392,可这一晃就多少年多少的苦辣酸甜,0
5393,多少的蜚语流言 你依然坚定向前,0
5394,时光荏苒但浇不灭你心中的火焰,0
5395,如果再选一次希望所有的故事再来一遍,0
5396,让那些爱 再来一遍 让那些恨 再来一遍,0
5397,所有的风雨再来一遍包括荣耀亏欠,0
5398,我知道你还没变只是岁月如歌,0
5399,当英雄离去很多话不必再说,0
5407,天使之城,0
5408,一场梦醒后的半夜,0
5409,凌晨四点,0
5410,独自一人承担紫金王朝的幻灭,0
5411,独自训练,0
5412,即便忍受左脚踝处跟腱断裂,0
5413,也得捍卫这城市的尊严,0
5414,和手上五枚冠军钻戒,0
5415,不就是伤口多缠一层绷带,0
5416,不就是想为球队再多送出一次封盖,0
5417,不就是偏执的深爱着却变成了桎梏,0
5418,不就是没人能够试图了解你的自负,0
5419,谁不想功成身退远离口诛笔伐的针对,0
5420,谁在乎那些称谓谁会懂这时间多珍贵,0
5421,首轮的第十三顺位,0
5422,那画面仿如昨日,0
5423,黄金一代再会,0
5424,这感觉恍如隔世,0
5425,稚气未脱的容颜如今早已年过而立,0
5426,守二十载的风雨诠释忠诚并非儿戏,0
5427,想回到那年夏天再次和你不期而遇,0
5428,当我一路随你而来 你离我而去,0
5443,再见Kobe,0
5452,我分不清楚是不是在梦里,0
5454,反正她跟本没有任何顾虑,0
5456,将一杯野格倒进我的胃,0
5457,灵魂开始解脱防线奔溃,0
5458,一股暖流将寒冷击碎,0
5459,MY HOMIE欢迎我再次入队,0
5460,碾碎 慢慢慢慢 卷 烟雾弥漫根本看不到脸,0
5461,欢声笑语在整个房间,0
5463,我脚步飘着 在夜里独自行走,0
5464,NIGGA不要杯子直接对准瓶口,0
5467,我能上天入地 我能上天入地,0
5468,妞心甘情愿为我磨练厨技,0
5469,我能上天入地 我能上天入地,0
5470,她早已睡醒但还不愿离去,0
5480,做着大生意大手笔拿我那一份,0
5481,说句实话对于说唱我没那么勤奋,0
5482,我每天都好困所以长得这么嫩,0
5483,那些Hater想要查清我的背景,0
5484,跑的太高太快只能看见我的背影,0
5485,新的风气新的世界我来带领,0
5486,我要把toyhouse开到岳麓山顶,0
5487,别在白费力气 出门都讲义气,0
5488,别只谈论利益 我有大把兄弟,0
5489,每天 跟我吃 跟我混 跟我喝 跟我困,0
5490,跟我干的事情太多你也别再问,0
5491,天生拥有非常人的魄力,0
5492,长沙Homie都知道我的阔气,0
5493,赚钱生意我从来都不墨迹,0
5494,女孩太多太多男人产生妒忌,0
5495,Money all my mine Hustle全凭诚信,0
5496,像是狮子每次做出傲人的成绩,0
5497,我不爽被沉寂 看我诚意,0
5498,我出头的那一天这件事一定 GOT IT,0
5513,哥们这是hiphop 绝对不是嘻哈,0
5515,来按照计划 激发 原始的野性,0
5516,一个男子汉本应该有的血性,0
5517,212 向内个年代致敬,0
5518,FMC给这个年代治病,0
5519,就像个士兵 守卫着我的军营,0
5520,开着DJE的军车不错的心情,0
5521,发动引擎 彻底把观念颠覆,0
5522,欣赏排气筒喷出了的白色烟雾,0
5523,不管沙漠 丘陵 再崎岖的路,0
5524,战旗越穿越险阻越更加坚固,0
5525,轰鸣不断 穿越高山湖畔,0
5526,路线图不看 你也说的不算,0
5527,在这个车身喷上我最爱的图案,0
5528,在峡谷中穿梭着不紧不慢,0
5535,不是谁都能掌握 这个4x4,0
5536,我们逃离了城市正在穿越沙漠,0
5537,不断尝试 在不同层次 最新的装置,0
5538,感受新鲜的节奏 新鲜的方式,0
5539,我在 一路握着笔 记录我和你,0
5540,轻描淡写的谈吐之间跨过天和地,0
5541,层层叠叠的沙中隐隐约约的绿,0
5542,断断续续的云中点点滴滴的雨,0
5543,在沙漠中独自跳舞free style就是全部,0
5544,所有困难也困不住 我的舞步,0
5545,在车灯前拉长身影 此时此景,0
5546,我需要一支mic来描述 划过的流星,0
5547,yo E Drop that beat 用音乐继续传递,0
5548,知道你感到意外 fine 难找到替代,0
5549,下次更加精彩所以保持期待,0
5556,习惯一个人失眠,0
5558,引诱着我堕入了你的深渊,0
5559,情绪起伏太强烈,0
5560,挣扎着想要逃远,0
5561,于是今晚我又开始熬夜,0
5562,就这样 想着你x3,0
5563,我变得 很着急x3,0
5564,不习惯 没有你x3,0
5565,太阳升起我在梦里与你相遇,0
5566,wu 我又没有睡觉 一首歌循环的播放,0
5568,朋友圈各种的广告 失恋的人们不想笑,0
5569,默默点了赞的那个 希望有人能来打扰,0
5570,真的忍不住想给你打电话,0
5571,看看你最近有啥变化,0
5572,过了多久还是对你很牵挂,0
5573,屋子里堆满的是烟疤,0
5574,以前在这个时间段 我还在跟你拥抱着甜蜜,0
5575,你的电话号码每一个数字我都为他谱写了旋律,0
5576,经历过多少的风雨,0
5577,还是没能够留住你,0
5578,可能是我不懂珍惜,0
5579,还是你过分的索取,0
5580,我开始怀念跟你争吵的时候,0
5581,你的表情歪理跟倔强的执拗,0
5582,用尽各种办法的让我低头,0
5583,最后生气的走出家门口,0
5584,我总是习惯低头 道歉然后开口去挽留,0
5585,每次你流下泪 让我觉得 没什么借口,0
5586,可最后一次你没哭 看着也不难受,0
5587,你说要走 这次再也抓不住了 你的手,0
5588,我没 忘记 你的眼眸,0
5589,我被 回忆 吞噬淹没,0
5590,在夜里 喝醉 与寂寞干杯,0
5591,obaby 失眠是我想你的时候,0
5592,已经到了六点钟 发了多少疯  太阳升起中  baby,0
5593,恍惚做了一场梦 没有你的梦  睡醒迎接宿醉,0
5594,谁是你的罗密欧  拥你如怀中  霸占了你的美,0
5595,最后电话未接通  黎明破晓前  我还是落了眼泪,0
5596,习惯一个人失眠,0
5598,引诱着我堕入了你的深渊,0
5599,情绪起伏太强烈,0
5600,挣扎着想要逃远,0
5601,于是今晚我又开始熬夜,0
5602,就这样 想着你x3,0
5603,我变得 很着急x3,0
5604,不习惯 没有你x3,0
5605,太阳升起我在梦里与你相遇,0
5606,沈阳又下雨了 像我的心情一样阴霾,0
5607,彼此没话题了 整个房间好像长满青苔,0
5608,我不断问 你不断的想 但是这种感觉敷衍,0
5609,而那些天 都关于你 在每个睡不着的晚上,0
5610,但那些天 都不理你 看着消息总是如此感伤,0
5611,哦 baby 你不理我的时候 外面开始雷声大作,0
5612,我也随漫天雨点 不停不息 伴着眼泪下落,0
5613,你又没接电话,0
5614,你现在在干嘛,0
5615,为什么不回家,0
5616,快给我回个话,0
5617,我就抱着手机入睡 等着你的消息不回,0
5618,寂寞吞噬我的房间 街上情侣成双入对,0
5619,而你表现的无所谓 说是和朋友去吃个饭,0
5620,我等你熬一整夜 现在凌晨三点半,0
5621,习惯一个人失眠,0
5623,引诱着我堕入了你的深渊,0
5624,情绪起伏太强烈,0
5625,挣扎着想要逃远,0
5626,于是今晚我又开始熬夜,0
5627,就这样 想着你x3,0
5628,我变得 很着急x3,0
5629,不习惯 没有你x3,0
5630,太阳升起我在梦里与你相遇,0
5631,被逼着背着伞包,0
5632,舱内空气莫名压抑,0
5633,落在不知名的小岛,0
5636,饶你一命都不珍惜 那我直接,0
5638,原来这是条食物链,0
5639,只有一个人能出线,0
5640,我也抛却了顾虑逐渐,0
5641,拿起了枪开始计划路线,0
5642,随着我一路走走停停,0
5643,枪声始终砰砰平平,0
5644,听见kar98的声音,0
5646,决定与之拼命,0
5647,我 随着枪声而去不断变换掩体,0
5648,耳听八方寻找各种可疑,0
5649,螳螂 蝉位置 确定开始绕后,0
5650,同时确保周围没有其他碍事泼皮,0
5651,准备就绪继续保持假动作,0
5653,如果你不敢 捅马蜂窝,0
5654,就不知搏一搏能否变摩托,0
5655,我知道自己优势,0
5656,当然缺点也暴露无遗,0
5659,但是跟我对狙的人 现在,0
5660,只有他的盒子还建在,0
5661,所以后来我从不进房子,0
5662,但是“梦想”绝不会贱卖,0
5663,I WANNA AK M16 满配 M4 SCAR,0
5664,收拾 妥当 装备 八倍 配 98k,0
5665,现在只需 敌人 方位 头盔 二类 一枪打飞,0
5666,真男人从不惧怕轰炸,0
5667,就算抗毒也必须称霸,0
5668,等我找到那个放黑枪的把他敲掉,0
5669,再回到圈里开home趴,0
5670,你需要了解这岛里的每一处,0
5671,哪里有不要命的哪里富,0
5672,都给我盯死那个吉利服,0
5673,吉不吉利必须让他记住,0
5675,结束一切用平底锅,0
5676,怎么玩还用你说？,0
5677,闪到你分不清敌我,0
5678,随着每次提升圈子等级,0
5679,缩小安全的面积,0
5680,竞争愈发刺激,0
5681,幸存者都在挑哪里最偏僻,0
5682,有的开始着急转移,0
5683,有的大笑因为圈刷的真天意,0
5684,到后来导致听到车声敏感到,0
5685,我的兄弟都对我嫌弃 yahaha,0
5686,boom 破片开始用 饮料都开罐再搭配止痛,0
5687,ping pong 身上飙红 消音的24我听着还是凶,0
5688,心跳越快我越沉着,0
5689,每次都是神作,0
5690,我只管表演而应得的赞美全都由别人说,0
5691,I WANNA AK M16 满配 M4 SCAR,0
5692,你说来自街头是个 ganster,0
5693,卖过这个那个当过 dealer,0
5694,但是听说 全部都是假的,0
5695,从里到处 全部都是假的,0
5696,你会知道 my f a m e,0
5697,别跟我比比 god damn,0
5698,别浪费时间讨好人际关系,0
5699,评价别人别 act like an og,0
5700,没问题 let em hate,0
5701,那些 hater 分不清 who's real or fake,0
5702,全神 贯注 100% we don't play,0
5703,没问题 let em hate let em hate hate,0
5704,不管你听不听 we go hella far,0
5705,越做越大 yah still me I'm busy,0
5706,我们自己就已足够了 够了,0
5707,这是我们的 swag,0
5708,出其 不意 你猜不到的 heat hah,0
5709,跟你们不同的逻辑,0
5710,我们 on the next level,0
5711,劝你放好心态 不要自不量力,0
5712,看似每个人都要开始进这圈子,0
5713,只要感觉哪有蛋糕就会想要 a piece,0
5714,没有什么可以 ever holding me back,0
5715,我们 cnballer 从来没有空去 diss,0
5716,说实话你们可以 go home and peace,0
5717,What 是的 就是要这精神,0
5718,独一不二的 swag,0
5719,我一直相信你会回来,0
5720,在这样尴尬的时期,0
5722,在整个领域里持续,0
5723,说给你新鲜不断,0
5724,我看到的只是一贯,0
5725,在胡乱的不紧不慢,0
5726,你让我怎么习惯,0
5728,还千金不换,0
5729,我就爱穿的肥肥大大,0
5731,叱诧在我的街头,0
5732,在街头制霸,0
5733,没有骗人的hustle,0
5734,没有害人的drug,0
5735,没有swag的bobble,0
5736,只有救人的Rap,0
5737,听众根本不傻,0
5739,你认为不值钱的尊严,0
5740,我们不容践踏,0
5741,发自肺腑的话,0
5742,想给你启发,0
5743,可惜你扣的都是flow双压加小尾巴,0
5744,都研究那么透彻,0
5745,却不见歌的真谛,0
5746,让我们带着有深意的词来阻止这场瘟疫,0
5747,在重合的重叠的重生之际,0
5748,Real Hip-Hop会再次来到穷人之地,0
5750,什么是所谓的艺术,0
5752,是我的眼睛看不清楚,0
5753,是耳朵辛苦的听着军鼓,0
5754,是品尝着痛苦谱写出的音符,0
5755,凡是懂不了的就是好的都要记住,0
5756,关心的不是音乐,0
5757,是所有不良记录,0
5759,好的东西做不出来 所以就要耍怪,0
5760,性格谁都有,0
5761,却被愚蠢的定格在某个偶像,0
5762,可惜你学的走样,0
5764,他没有想象得香,0
5765,我不会惧怕你那虚构和想象的枪,0
5766,把浮躁和肤浅先都放到一边,0
5767,回到生活里的真实别再飘飘欲仙,0
5768,经历都差不多关键看你怎么消化,0
5769,傲慢与偏见无法证明你爱Hip-Hop,0
5770,chorus by 阿曼,0
5771,自我介绍一下 我是小马 27岁,0
5772,没有成家 没有对象 正在读博士,0
5773,除此之外 怎样才算更合适的模式,0
5774,也谈不上喜欢不喜欢这城市的格式,0
5775,机械自动化的学问 你问我都能答对,0
5776,只是生活自动化 变的越来越乏味,0
5777,是没什么机会出去玩儿 还是没兴趣出门儿,0
5778,说不清 道不明 回不去的大小孩儿,0
5779,印象中 小时候 我没有现在这么内向,0
5780,印象中的小时候 未来 有各种配方,0
5781,爸妈教我读研 却没教我怎样找个对象,0
5782,谈恋爱?可惜我根本不认识几个姑娘,0
5785,听说大学都没念完的小杨的交际圈,0
5786,听说他每周跟女生约会好几天,0
5787,你问我平时的娱乐活动是什么?,0
5788,嗯… 除了看看美剧还真不多,0
5789,噢对了 论文之后我总会打打电脑游戏,0
5790,有机会来一局 见识下我实况的球技,0
5791,GTA也不错 虽然我没考过驾照,0
5792,使命召唤 我爱那些枪弹和炸药,0
5793,有时我幻想游戏变成真的 去战场作战,0
5794,噢算了吧 还是先让我把这道论题给做完,0
5795,太多的不如意让你看不清,0
5796,这不是你,0
5798,是不是真的开心,0
5800,想找到自己,0
5801,我是老马 年过半百 在政府工作,0
5802,让我骄傲的是咱家小马 非常的优秀,0
5803,从硕士到博士 他都能通过,0
5804,我相信知识能够带给一个人最大的收获,0
5805,当今这世道太乱 太多负面影响,0
5806,太早踏入社会学到的只有投机取巧,0
5807,读完博士 他将来一定过的比我好,0
5808,在公司单位做领导的年龄一定比我早,0
5809,作为他的父亲 我有权力帮他做选择,0
5810,我可不想他将来也要看别人脸色,0
5811,我辛苦工作这么多年是为了什么?,0
5812,不就是为了让他能够过上更好的生活,0
5813,我这辈子经历太多地位利益的争夺,0
5814,只有读完博士 生活才不用那么累,0
5815,他是我的骄傲 这点我从不会担心,0
5816,我还有事 晚点儿要给我儿子安排相亲,0
5817,太多的不如意让你看不清,0
5818,这不是你,0
5820,是不是真的开心,0
5822,想找到自己,0
5823,我认识小马 他还是小的时候比较可爱,0
5824,那时他和我一样也爱调皮捣蛋,0
5825,没想到27岁长大反而变得木呐,0
5826,这个世界在他看来仿佛比那个时候更加的复杂,0
5827,盲目往前走 以为前方尽是甜头,0
5828,没想过别的选择 没想过做的缘由,0
5829,最年轻美好的时光 却全部交给作业,0
5830,我相信同样的事例存在于各行各业,0
5831,我当然赞同努力追求知识绝对正确,0
5832,总好过像我这样每天不务正业,0
5833,但是否稳定的前途真的可以跟快乐划等号,0
5834,等老去以后的失落是否可以和青春去对调,0
5835,老马是好心 望儿子一展宏图,0
5836,但谁的路谁决定 别全靠老马识途,0
5837,若只为追求知识并非只能在学校里,0
5838,在家里图书馆里书本里的每一段文字里,0
5839,生活本就是一本书 看你是否能够读懂,0
5840,靠死记硬背最后可能会走进死胡同,0
5841,年轻的马儿更加需要挣脱缰绳,0
5842,去更加辽阔的草原奔跑 去燃烧青春,0
5843,太多的不如意让你看不清,0
5844,这不是你,0
5846,是不是真的开心,0
5848,想找到自己,0
5849,啊啊啊啊啊 啊啊啊啊啊,0
5850,我并不擅长邀请babe,0
5852,当你需要别人的夜晚babe,0
5854,如果遇到坏的男孩纠缠,0
5856,当我去了你的城市baby,0
5858,我一个人住在urc babe,0
5860,别总偷偷留意我的消息,0
5862,你身边的男人都是蠢货,0
5864,我并不擅长邀请baby,0
5866,哦baby我真的有一些口渴,0
5867,U know what i mean 我想要什么,0
5869,我就是你要的 my baby yeah,0
5871,我不会爱你一辈子 但我们可以重复倒带,0
5872,这是最真挚的告白 应该被写入教材,0
5873,虚的假的飞的全部go die 你我心连心像是贴了胶带,0
5874,虚荣girl I don’t like,0
5875,可爱girl 没脑袋,0
5876,完美girl 不存在,0
5877,她的画面感是空白,0
5878,开车独自一人看海,0
5879,听着心碎节拍,0
5880,和social life 说 Byebye,0
5881,我的婚姻观不存在,0
5882,Yeh 穿那么帅的衣服抢夺 你的注意,0
5883,占据你的大脑 就像海豹队的突击,0
5884,只有我是中心 其他人都出局,0
5885,我就像电脑病毒 死机无法处理,0
5886,你的男友跟我比显得没有出息,0
5887,立即跟他分手 来我的怀里呼吸,0
5888,我的自由散漫 对很多人是无礼,0
5889,因为他们在我眼中统统是初级,0
5890,我的废话还没OVER 请别让我闭嘴我的女孩,0
5891,喜欢我的时候穿着Jil Sander 讨厌我的时候穿Uma Wang,0
5892,我是Haute Couture你是Designer,0
5893,还有什么比默契简单的,0
5894,因为你我的烟都抽光了 谁敢说这不是喜欢呢,0
5895,我吐黄金从不吐酒 所以帅气得就像鹿晗,0
5896,我像你爸爸他一样富有 唯一的区别是我没有肚腩,0
5897,我又不是社会毒瘤 所以从来都不会随地吐痰,0
5898,思想纯净得就像石油 女孩不信你跟我去迪拜,0
5899,不喜欢我就走开 反正喜欢我的大有人在,0
5900,请爱上我的独裁 不是你出于对我的崇拜,0
5901,错过了就没重来 被我讨厌可能是种失败,0
5902,哥们度假都去蓬莱 别管我身处在什么年代,0
5903,我并不擅长邀请babe,0
5905,当你需要别人的夜晚babe,0
5907,如果遇到坏的男孩纠缠,0
5909,当我去了你的城市baby,0
5912,哥们儿今天是你结婚 快干了这杯酒,0
5913,刚才收了我的红包不喝干净不许走,0
5914,那么从此以后 兄弟不再是你的唯一,0
5915,为你身边这个女人你要倍加的努力,0
5916,别听他们老说婚姻是爱情的坟墓,0
5917,都到了这个年纪青春早该到了下一步,0
5918,平淡的幸福 你需要自己体会,0
5919,酸甜苦辣咸才是过日子的滋味,0
5920,年少轻狂的我们谁没犯过傻,0
5921,谁没为那不该爱的女人付出不该有的代价,0
5922,那不争气的眼泪 多少个夜把自己灌醉,0
5923,直到你遇到对的人才明白缘分的可贵,0
5924,学会淡忘你过去心里受过的伤,0
5925,也别在乎她曾经为谁哭花过妆,0
5926,无论今后发生什么 一定要握紧她的手,0
5927,这样你幸福的明天 就不会走到尽头,0
5929,告别自由 但总算有个家了,0
5930,男子汉 从此不用备在身旁,0
5931,早生贵子 趁着你还年富力强,0
5933,可是你的哥们儿 我还单身着,0
5934,好好照顾你的媳妇儿 白头偕老,0
5935,别忘了跟她说有好看的姑娘给我 介绍,0
5936,我现在无法体会 当爱情变成亲情,0
5937,来哥们儿分享一下 你呀现在什么心情,0
5938,眯眼儿嘬口小烟儿 走两步往上颠儿,0
5939,嘴角笑出一道弯儿 心里乐开了花儿,0
5940,那俗话说得好 男人要成家立业,0
5941,先成家后立业 没有家就没有一切,0
5942,其实幸福来得很简单 吃饱喝足,0
5943,听到你爱的姑娘回答你YES I DO,0
5944,这场爱情的马拉松你跑的足够坚持,0
5945,虽然一路磕磕绊绊但是最后觉得值,0
5946,人家管你才是疼你 骂你才是爱你,0
5947,想要不疼不痒的那是老两口儿在一起,0
5948,你得知足 有个好媳妇儿比有什么都强,0
5949,咱该让就让着 为她多挣点儿钱,0
5950,你要爱惜她 尊重她 保护着她,0
5951,咱是北京的爷们儿用肩扛起咱的家,0
5953,告别自由 但总算有个家了,0
5954,男子汉 从此不用备在身旁,0
5955,早生贵子 趁着你还年富力强,0
5957,可是你的哥们儿 我还单身着,0
5958,好好照顾你的媳妇儿 白头偕老,0
5959,别忘了跟她说有好看的姑娘给我 介绍,0
5960,锦衣富贵年年有 世世代代做高官,0
5961,夫妻要相互信任 彼此坦诚相待,0
5962,缺乏沟通的感情 迟早会婚姻失败,0
5963,那点儿鸡毛蒜皮的小事儿 难免会引起摩擦,0
5964,记住沾花惹草的事儿 你想找都别找,0
5965,红颜知己在懂你也没有自己老婆好,0
5966,你得禁得住那诱惑 然后给你哥们儿留着,0
5967,所有单身的漂亮姑娘我也一样单身呢,0
5969,告别自由 但总算有个家了,0
5970,男子汉 从此不用备在身旁,0
5971,早生贵子 趁着你还年富力强,0
5973,可是你的哥们儿 我还单身着,0
5974,好好照顾你的媳妇儿 白头偕老,0
5975,别忘了跟她说有好看的姑娘给我 介绍,0
5977,天气可天气能会时好时坏 但是表针却不会时慢时快,0
5978,没有像到跟你指引方向靠想象 那凭自己的力量一路紧握希望,0
5979,像个样但不能丢失了dream 不管自己相不相信this is my way,0
5980,早起晚睡 步伐轻快不停的追随 的计划目标is the only for free,0
5981,希望这期望变的越来越膨胀 没有阻碍流畅的好像插上了翅膀,0
5982,动力十足这旅途穿越了人生 也有人在半路停下来想看看过程,0
5983,年轻的精力过剩但走完这条路感慨着自己曾经那么认真,0
5984,只有经历过了陌生 才能够了解陪在你身边的感情有多么的真,0
5985,一切好像犹如一部剧 一集一集的不停在继续,0
5986,扮演好生命的角色如果很难 那就请把面对困难当成一种习惯,0
5987,计划好自己所需要的金钱片段并在道路上灵活的变换,0
5988,当发现一切来之不易 成正比的是自己坚持不懈的努力,0
5989,又在经历着新的一天 让我们再次翻开这新的一篇,0
5991,期待再次经历这新的一天 让我们再次翻开这新的一篇,0
5993,把你脑子都打开想法就逐渐来 不去猜就不存在 大概爱你所爱 的我爱着自由攥着通上点的麦克风,0
5994,用好年轻的躁动来跟我一起 跳 让原本单调的生活没有那么无聊,0
5995,就这么接起来 妥了塞起来 特别嗨起来 掰起来 那就佐了,0
5996,你可以记住这个冲劲但别让他成为你的痛 在到达终点之前在所难免 会磕磕碰碰,0
5997,抬起头看天空低着头就只管冲 别想能不能 就没有不可能,0
5998,又在经历着新的一天 让我们再次翻开这新的一篇,0
6000,期待再次经历这新的一天 让我们再次翻开这新的一篇,0
6002,看见远方气象万千群山起伏 你是将踏入或者回归到这次旅途,0
6003,就带上你的耳机看着窗外 想着你最爱的姑娘或者你的帮派,0
6004,这公路像条长龙一样伸向远处 连接着每个人的经历都成了典故,0
6005,有点开心有的笑 有的感动有的哭 有的记录这一步也有的睡了这一路,0
6006,见到了不曾见到过的 尝试着不曾做的 自由在手里握着 回忆在脑中刻着,0
6007,都或多或少获得一些真的收货 是金钱梦想问你想哪一个,0
6008,认识的新的朋友是否还会再见 在想念的时候那就看看照片,0
6009,那相信终有一天我们可以面对面的聊着过往的画面 让昨日重现,0
6010,又在经历着新的一天 让我们再次翻开这新的一篇,0
6011,在路上让我们继续这样疯癫 所有惊喜就藏在我们中间,0
6012,我们期待再次经历这新的一天 让我们再次翻开这新的一篇,0
6013,在路上让我们继续这样疯癫 所有惊喜就藏在我们中间 yeah！,0
6014,下了海 谁喝得快,0
6015,你能用打火机打开瓶塞吗,0
6016,别怕 未来总要来,0
6017,人工智能说你缺钙,0
6018,要把你的手和脚换成钛合金,0
6019,不会生锈 先付定金,0
6020,惜字如金 最好是现金,0
6021,用一首说唱换一杯咖啡,0
6022,老地方等你用即兴发挥交停车费,0
6023,看见没 那个姑娘特别贵,0
6024,价格就在她的舌头上,0
6025,这个忙 我不帮,0
6026,除非你能让她股票上涨,0
6027,让街上每个色狼都变得芬芳,0
6028,忍者都在卖房,0
6029,一刀两断,0
6030,说唱 就像在水银里划着桨,0
6031,价值尽头 你在哪里呀,0
6032,灵魂负债,0
6033,谁来还,0
6034,一意孤行,0
6035,谁来买单,0
6036,暮暮朝朝暮暮,0
6037,不保险 只是看一眼,0
6038,看你不用左眼 我用心眼,0
6039,孤胆枪手,0
6040,木星表面平坦与否,0
6041,海啸三十层楼,0
6042,你吻我的时候为什么在颤抖,0
6043,当消费占领所有精神沙滩,0
6044,我的说唱假肢早已瘫痪,0
6045,回到越南餐馆 接着刷碗,0
6046,华尔街的礼花弹,0
6047,让我再 嗑一颗,0
6061,价值尽头 你在哪里呀,0
6062,灵魂负债,0
6063,谁来还,0
6064,一意孤行,0
6065,谁来买单,0
